time,open,high,low,close,volume
2021-02-22 15:31:00,196.56,196.76,196.34,196.68,9671
2021-02-22 15:30:00,196.77,196.82,196.31,196.31,14039
2021-02-22 15:29:00,197.625,197.625,196.61,196.7,21955
2021-02-22 15:28:00,197.71,197.75,197.53,197.58,3388
2021-02-22 15:27:00,197.725,198.0299,197.66,197.67,8355
2021-02-22 15:26:00,197.78,197.98,197.66,197.725,6463
2021-02-22 15:25:00,197.79,197.8471,197.57,197.775,7768
2021-02-22 15:24:00,197.85,197.99,197.8,197.91,4233
2021-02-22 15:23:00,198.33,198.34,197.8,197.8,9570
2021-02-22 15:22:00,198.22,198.48,198.0601,198.37,6877
2021-02-22 15:21:00,198.56,198.66,198.03,198.12,7687
